カテゴリー,分類群,和名,学名
絶滅危惧Ⅱ類（VU）,維管束植物,コウシンソウ,Pinguicula ramosa
絶滅危惧Ⅱ類（VU）,維管束植物,ノタヌキモ,Utricularia aurea
絶滅危惧Ⅱ類（VU）,維管束植物,フサタヌキモ,Utricularia dimorphantha
絶滅危惧Ⅱ類（VU）,維管束植物,ヤチコタヌキモ,Utricularia ochroleuca
絶滅危惧Ⅱ類（VU）,維管束植物,ヒルギダマシ,Avicennia marina
絶滅危惧Ⅱ類（VU）,維管束植物,ヒナシャジン,Adenophora maximowicziana
絶滅危惧Ⅱ類（VU）,維管束植物,シライワシャジン,Adenophora nikoensis var. teramotoi
絶滅危惧Ⅱ類（VU）,維管束植物,シラトリシャジン,Adenophora uryuensis
絶滅危惧Ⅱ類（VU）,維管束植物,ツルギキョウ,Codonopsis javanica subsp. japonica
絶滅危惧Ⅱ類（VU）,維管束植物,バアソブ,Codonopsis ussuriensis
絶滅危惧Ⅱ類（VU）,維管束植物,オオハマギキョウ,Lobelia boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメシロアサザ,Nymphoides coreana
絶滅危惧Ⅱ類（VU）,維管束植物,キタノコギリソウ,Achillea alpina subsp. japonica
絶滅危惧Ⅱ類（VU）,維管束植物,マルバテイショウソウ,Ainsliaea fragrans
絶滅危惧Ⅱ類（VU）,維管束植物,ナガバハグマ,Ainsliaea oblonga
絶滅危惧Ⅱ類（VU）,維管束植物,トダイハハコ,Anaphalis sinica var. pernivea
絶滅危惧Ⅱ類（VU）,維管束植物,クリヤマハハコ,Anaphalis sinica var. viscosissima
絶滅危惧Ⅱ類（VU）,維管束植物,オニオトコヨモギ,Artemisia congesta
絶滅危惧Ⅱ類（VU）,維管束植物,ハハコヨモギ,Artemisia glomerata
絶滅危惧Ⅱ類（VU）,維管束植物,イワヨモギ,Artemisia gmelinii
絶滅危惧Ⅱ類（VU）,維管束植物,ヤブヨモギ,Artemisia rubripes
絶滅危惧Ⅱ類（VU）,維管束植物,シコタンヨモギ,Artemisia tanacetifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ヤナギノギク,Aster hispidus var. leptocladus
絶滅危惧Ⅱ類（VU）,維管束植物,コシキギク,Aster koshikiensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒゴシオン,Aster maackii
絶滅危惧Ⅱ類（VU）,維管束植物,オキナワギク,Aster miyagii
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバノギク,Aster sohayakiensis
絶滅危惧Ⅱ類（VU）,維管束植物,シオン,Aster tataricus
絶滅危惧Ⅱ類（VU）,維管束植物,ヤナギタウコギ,Bidens cernua
絶滅危惧Ⅱ類（VU）,維管束植物,コバナガンクビソウ,Carpesium faberi
絶滅危惧Ⅱ類（VU）,維管束植物,チシマコハマギク,Chrysanthemum arcticum subsp. yezoense
絶滅危惧Ⅱ類（VU）,維管束植物,オオイワインチン,Chrysanthemum pallasianum
絶滅危惧Ⅱ類（VU）,維管束植物,ピレオギク,Chrysanthemum weyrichii
絶滅危惧Ⅱ類（VU）,維管束植物,イワギク,Chrysanthemum zawadskii subsp. naktongense var. dissectum
絶滅危惧Ⅱ類（VU）,維管束植物,アキヨシアザミ,Cirsium dipsacolepis var. calcicola
絶滅危惧Ⅱ類（VU）,維管束植物,オゼヌマアザミ,Cirsium homolepis
絶滅危惧Ⅱ類（VU）,維管束植物,オガアザミ,Cirsium horiianum
絶滅危惧Ⅱ類（VU）,維管束植物,サドアザミ,Cirsium nipponicum var. sadoense
絶滅危惧Ⅱ類（VU）,維管束植物,ヒダアザミ,Cirsium tashiroi var. hidaense
絶滅危惧Ⅱ類（VU）,維管束植物,クサノオウバノギク,Crepidiastrum chelidoniifolium
絶滅危惧Ⅱ類（VU）,維管束植物,イワヤクシソウ,Crepidiastrum yoshinoi
絶滅危惧Ⅱ類（VU）,維管束植物,エゾタカネニガナ,Crepis gymnopus
絶滅危惧Ⅱ類（VU）,維管束植物,ヒゴタイ,Echinops setifer
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバムカシヨモギ,Erigeron acris var. linearifolius
絶滅危惧Ⅱ類（VU）,維管束植物,ハマサワヒヨドリ,Eupatorium lindleyanum var. yasushii
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマヒヨドリ,Eupatorium yakushimense
絶滅危惧Ⅱ類（VU）,維管束植物,セリバノセンダングサ,Glossocardia bidens
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバオグルマ,Inula linariifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ヤナギニガナ,Ixeridium laevigatum
絶滅危惧Ⅱ類（VU）,維管束植物,タカサゴソウ,Ixeris chinensis subsp. strigosa
絶滅危惧Ⅱ類（VU）,維管束植物,ツルワダン,Ixeris longirostra
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバヒナウスユキソウ,Leontopodium fauriei var. angustifolium
絶滅危惧Ⅱ類（VU）,維管束植物,カワラウスユキソウ,Leontopodium japonicum var. perniveum
絶滅危惧Ⅱ類（VU）,維管束植物,オオヒラウスユキソウ,Leontopodium miyabeanum
絶滅危惧Ⅱ類（VU）,維管束植物,アソタカラコウ,Ligularia sibirica
絶滅危惧Ⅱ類（VU）,維管束植物,オガコウモリ,Parasenecio ogamontanus
絶滅危惧Ⅱ類（VU）,維管束植物,カラフトアザミ,Saussurea acuminata var. sachalinensis
絶滅危惧Ⅱ類（VU）,維管束植物,ユキバヒゴタイ,Saussurea chionophylla
絶滅危惧Ⅱ類（VU）,維管束植物,フォーリーアザミ,Saussurea fauriei
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマキタアザミ,Saussurea franchetii
絶滅危惧Ⅱ類（VU）,維管束植物,イナトウヒレン,Saussurea inaensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒナヒゴタイ,Saussurea japonica
絶滅危惧Ⅱ類（VU）,維管束植物,ヒダカトウヒレン,Saussurea kudoana
絶滅危惧Ⅱ類（VU）,維管束植物,トサトウヒレン,Saussurea nipponica subsp. nipponica var. yoshinagae
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメヒゴタイ,Saussurea pulchella
絶滅危惧Ⅱ類（VU）,維管束植物,コケタンポポ,Solenogyne mikadoi
絶滅危惧Ⅱ類（VU）,維管束植物,ヒュウガヤブレガサ,Syneilesis akagii
絶滅危惧Ⅱ類（VU）,維管束植物,エゾヨモギギク,Tanacetum vulgare var. boreale
絶滅危惧Ⅱ類（VU）,維管束植物,ツクシタンポポ,Taraxacum kiushianum
絶滅危惧Ⅱ類（VU）,維管束植物,コウリンカ,Tephroseris flammea subsp. glabrifolia
絶滅危惧Ⅱ類（VU）,維管束植物,オナモミ,Xanthium strumarium subsp. sibiricum
絶滅危惧Ⅱ類（VU）,維管束植物,シマガマズミ,Viburnum brachyandrum
絶滅危惧Ⅱ類（VU）,維管束植物,トキワガマズミ,Viburnum japonicum var. boninsimense
絶滅危惧Ⅱ類（VU）,維管束植物,オオシマガマズミ,Viburnum tashiroi
絶滅危惧Ⅱ類（VU）,維管束植物,エゾヒョウタンボク,Lonicera alpigena subsp. glehnii
絶滅危惧Ⅱ類（VU）,維管束植物,ウスバヒョウタンボク,Lonicera cerasina
絶滅危惧Ⅱ類（VU）,維管束植物,チシマヒョウタンボク,Lonicera chamissoi
絶滅危惧Ⅱ類（VU）,維管束植物,ネムロブシダマ,Lonicera chrysantha var. crassipes
絶滅危惧Ⅱ類（VU）,維管束植物,キタカミヒョウタンボク,Lonicera demissa var. borealis
絶滅危惧Ⅱ類（VU）,維管束植物,ハナヒョウタンボク,Lonicera maackii
絶滅危惧Ⅱ類（VU）,維管束植物,ベニバナヒョウタンボク,Lonicera maximowiczii var. sachalinensis
絶滅危惧Ⅱ類（VU）,維管束植物,オニヒョウタンボク,Lonicera vidalii
絶滅危惧Ⅱ類（VU）,維管束植物,ソナレマツムシソウ,Scabiosa japonica var. lasiophylla
絶滅危惧Ⅱ類（VU）,維管束植物,ツキヌキソウ,Triosteum sinuatum
絶滅危惧Ⅱ類（VU）,維管束植物,イワツクバネウツギ,Zabelia integrifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ハハジマトベラ,Pittosporum beecheyi
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンヤツデ,Fatsia oligocarpella
絶滅危惧Ⅱ類（VU）,維管束植物,ヒュウガトウキ,Angelica furcijuga
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンハマウド,Angelica japonica var. boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,イヌトウキ,Angelica shikokiana
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバトウキ,Angelica stenoloba
絶滅危惧Ⅱ類（VU）,維管束植物,カワゼンゴ,Angelica tenuisecta
絶滅危惧Ⅱ類（VU）,維管束植物,オオウバタケニンジン,Angelica ubatakensis var. ubatakensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマノダケ,Angelica yakusimensis
絶滅危惧Ⅱ類（VU）,維管束植物,ミシマサイコ,Bupleurum stenophyllum var. stenophyllum
絶滅危惧Ⅱ類（VU）,維管束植物,シムラニンジン,Pterygopleurum neurophyllum
準絶滅危惧（NT）,維管束植物,ヒメミズニラ,Isoetes asiatica
準絶滅危惧（NT）,維管束植物,ミズニラ,Isoetes japonica
準絶滅危惧（NT）,維管束植物,コウヅシマクラマゴケ,Selaginella doederleinii var. opaca
準絶滅危惧（NT）,維管束植物,ツルカタヒバ,Selaginella flagellifera
準絶滅危惧（NT）,維管束植物,マツバラン,Psilotum nudum
準絶滅危惧（NT）,維管束植物,ホウライハナワラビ,Botrychium formosanum
準絶滅危惧（NT）,維管束植物,トネハナヤスリ,Ophioglossum namegatae
準絶滅危惧（NT）,維管束植物,リュウビンタイモドキ,Ptisana boninensis
準絶滅危惧（NT）,維管束植物,コケホラゴケ,Crepidomanes makinoi
準絶滅危惧（NT）,維管束植物,サンショウモ,Salvinia natans
準絶滅危惧（NT）,維管束植物,デンジソウ,Marsilea quadrifolia
準絶滅危惧（NT）,維管束植物,エダウチクジャク,Lindsaea heterophylla
準絶滅危惧（NT）,維管束植物,マルバホングウシダ,Lindsaea orbiculata var. orbiculata
準絶滅危惧（NT）,維管束植物,ムニンエダウチホングウシダ,Lindsaea repanda
準絶滅危惧（NT）,維管束植物,スキヤクジャク,Adiantum diaphanum
準絶滅危惧（NT）,維管束植物,ヒメウラジロ,Cheilanthes argentea
準絶滅危惧（NT）,維管束植物,リシリシノブ,Cryptogramma crispa
準絶滅危惧（NT）,維管束植物,ヤツガタケシノブ,Cryptogramma stelleri
準絶滅危惧（NT）,維管束植物,クマガワイノモトソウ,Pteris deltodon
準絶滅危惧（NT）,維管束植物,ヤンバルフモトシダ,Microlepia hookeriana
準絶滅危惧（NT）,維管束植物,ウスバイシカグマ,Microlepia substrigosa
準絶滅危惧（NT）,維管束植物,オオタニワタリ,Asplenium antiquum
準絶滅危惧（NT）,維管束植物,イチョウシダ,Asplenium ruta-muraria
準絶滅危惧（NT）,維管束植物,イノウエトラノオ,Asplenium varians
準絶滅危惧（NT）,維管束植物,タイワンホウビシダ,Hymenasplenium apogamum
準絶滅危惧（NT）,維管束植物,ミヤマイワデンダ,Woodsia ilvensis
準絶滅危惧（NT）,維管束植物,イヌイワデンダ,Woodsia intermedia
準絶滅危惧（NT）,維管束植物,ホソバオオカグマ,Woodwardia kempii
準絶滅危惧（NT）,維管束植物,オオシケシダ,Deparia bonincola
準絶滅危惧（NT）,維管束植物,イブダケキノボリシダ,Diplazium crassiusculum
準絶滅危惧（NT）,維管束植物,オキナワコクモウクジャク,Diplazium okinawaense
準絶滅危惧（NT）,維管束植物,ハンコクシダ,Diplazium pullingeri
準絶滅危惧（NT）,維管束植物,ヒメノコギリシダ,Diplazium wichurae var. amabile
準絶滅危惧（NT）,維管束植物,オオホシダ,Thelypteris boninensis
準絶滅危惧（NT）,維管束植物,ヒメミゾシダ,Thelypteris gymnocarpa subsp. amabilis
準絶滅危惧（NT）,維管束植物,キンモウワラビ,Hypodematium fauriei
準絶滅危惧（NT）,維管束植物,ハチジョウカナワラビ,Arachniodes davalliiformis
準絶滅危惧（NT）,維管束植物,サツマシダ,Ctenitis sinii
準絶滅危惧（NT）,維管束植物,タカサゴシダ,Dryopteris formosana
準絶滅危惧（NT）,維管束植物,ニセヨゴレイタチシダ,Dryopteris hadanoi
準絶滅危惧（NT）,維管束植物,シロウマイタチシダ,Dryopteris shiroumensis
準絶滅危惧（NT）,維管束植物,コスギイタチシダ,Dryopteris yakusilvicola
準絶滅危惧（NT）,維管束植物,イナデンダ,Polystichum capillipes
準絶滅危惧（NT）,維管束植物,ナンピイノデ,Polystichum otomasui
準絶滅危惧（NT）,維管束植物,ホソバクリハラン,Lepisorus boninensis
準絶滅危惧（NT）,維管束植物,トサノアオイ,Asarum costatum
準絶滅危惧（NT）,維管束植物,クロフネサイシン,Asarum dimidiatum
準絶滅危惧（NT）,維管束植物,オモロカンアオイ,Asarum dissitum
準絶滅危惧（NT）,維管束植物,キンチャクアオイ,Asarum hexalobum var. perfectum
準絶滅危惧（NT）,維管束植物,オオバカンアオイ,Asarum lutchuense
準絶滅危惧（NT）,維管束植物,コシノカンアオイ,Asarum megacalyx
準絶滅危惧（NT）,維管束植物,ズソウカンアオイ,Asarum savatieri subsp. pseudosavatieri var. pseudosavatieri
準絶滅危惧（NT）,維管束植物,オトメアオイ,Asarum savatieri subsp. savatieri
準絶滅危惧（NT）,維管束植物,トカラカンアオイ,Asarum tokarense
準絶滅危惧（NT）,維管束植物,シデコブシ,Magnolia stellata
準絶滅危惧（NT）,維管束植物,アカハダクスノキ,Beilschmiedia erythrophloia
準絶滅危惧（NT）,維管束植物,ケスナヅル,Cassytha filiformis var. duripraticola
準絶滅危惧（NT）,維管束植物,マルバニッケイ,Cinnamomum daphnoides
準絶滅危惧（NT）,維管束植物,ニッケイ,Cinnamomum sieboldii
準絶滅危惧（NT）,維管束植物,マイヅルテンナンショウ,Arisaema heterophyllum
準絶滅危惧（NT）,維管束植物,オモゴウテンナンショウ,Arisaema iyoanum subsp. iyoanum
準絶滅危惧（NT）,維管束植物,ユキモチソウ,Arisaema sikokianum
準絶滅危惧（NT）,維管束植物,ヒメカイウ,Calla palustris
準絶滅危惧（NT）,維管束植物,アギナシ,Sagittaria aginashi
準絶滅危惧（NT）,維管束植物,ウミヒルモ,Halophila ovalis
準絶滅危惧（NT）,維管束植物,トチカガミ,Hydrocharis dubia
準絶滅危惧（NT）,維管束植物,サガミトリゲモ,Najas chinensis
準絶滅危惧（NT）,維管束植物,イトトリゲモ,Najas gracillima
準絶滅危惧（NT）,維管束植物,ミズオオバコ,Ottelia alismoides
準絶滅危惧（NT）,維管束植物,リュウキュウスガモ,Thalassia hemprichii
準絶滅危惧（NT）,維管束植物,オオシバナ,Triglochin maritima
準絶滅危惧（NT）,維管束植物,シバナ,Triglochin maritima subsp. asiatica
準絶滅危惧（NT）,維管束植物,エビアマモ,Phyllospadix japonicus
準絶滅危惧（NT）,維管束植物,スゲアマモ,Zostera caespitosa
準絶滅危惧（NT）,維管束植物,イトモ,Potamogeton berchtoldii
準絶滅危惧（NT）,維管束植物,リュウノヒゲモ,Potamogeton pectinatus
準絶滅危惧（NT）,維管束植物,カワツルモ,Ruppia maritima
準絶滅危惧（NT）,維管束植物,ベニアマモ,Cymodocea rotundata
準絶滅危惧（NT）,維管束植物,リュウキュウアマモ,Cymodocea serrulata
準絶滅危惧（NT）,維管束植物,マツバウミジグサ,Halodule pinifolia
準絶滅危惧（NT）,維管束植物,ウミジグサ,Halodule uninervis
準絶滅危惧（NT）,維管束植物,シオニラ,Syringodium isoetifolium
準絶滅危惧（NT）,維管束植物,ホンゴウソウ,Sciaphila nana
準絶滅危惧（NT）,維管束植物,ヒメカカラ,Smilax biflora var. biflora
準絶滅危惧（NT）,維管束植物,ホソバナコバイモ,Fritillaria amabilis
準絶滅危惧（NT）,維管束植物,トサコバイモ,Fritillaria shikokiana
準絶滅危惧（NT）,維管束植物,ヤマスカシユリ,Lilium maculatum var. monticola
準絶滅危惧（NT）,維管束植物,ヒメサユリ,Lilium rubellum
準絶滅危惧（NT）,維管束植物,タカクマホトトギス,Tricyrtis ohsumiensis
準絶滅危惧（NT）,維管束植物,シラン,Bletilla striata var. striata
準絶滅危惧（NT）,維管束植物,マメヅタラン,Bulbophyllum drymoglossum
準絶滅危惧（NT）,維管束植物,ムギラン,Bulbophyllum inconspicuum
準絶滅危惧（NT）,維管束植物,ミヤマムギラン,Bulbophyllum japonicum
準絶滅危惧（NT）,維管束植物,エビネ,Calanthe discolor var. discolor
準絶滅危惧（NT）,維管束植物,ユウシュンラン,Cephalanthera erecta var. subaphylla
準絶滅危惧（NT）,維管束植物,キンラン,Cephalanthera falcata
準絶滅危惧（NT）,維管束植物,トクサラン,Cephalantheropsis obcordata
準絶滅危惧（NT）,維管束植物,サガミラン,Cymbidium nipponicum
準絶滅危惧（NT）,維管束植物,コアツモリソウ,Cypripedium debile
準絶滅危惧（NT）,維管束植物,レブンアツモリソウ,Cypripedium macranthos var. rebunense
準絶滅危惧（NT）,維管束植物,ユウレイラン,Didymoplexis pallens
準絶滅危惧（NT）,維管束植物,タシロラン,Epipogium roseum
準絶滅危惧（NT）,維管束植物,カモメラン,Galearis cyclochila
準絶滅危惧（NT）,維管束植物,ミズトンボ,Habenaria sagittifera
準絶滅危惧（NT）,維管束植物,ウチョウラン,Hemipilia graminifolia var. graminifolia
準絶滅危惧（NT）,維管束植物,ニョホウチドリ,Hemipilia joo-iokiana
準絶滅危惧（NT）,維管束植物,ウスギムヨウラン,Lecanorchis kiusiana
準絶滅危惧（NT）,維管束植物,オキナワムヨウラン,Lecanorchis triloba
準絶滅危惧（NT）,維管束植物,シラヒゲムヨウラン,Lecanorchis vietnamica
準絶滅危惧（NT）,維管束植物,ボウラン,Luisia teres
準絶滅危惧（NT）,維管束植物,フウラン,Neofinetia falcata
準絶滅危惧（NT）,維管束植物,ヤエヤマヒトツボクロ,Nervilia aragoana
準絶滅危惧（NT）,維管束植物,ムカゴサイシン,Nervilia nipponica
準絶滅危惧（NT）,維管束植物,ヤクシマヒメアリドオシラン,Odontochilus yakushimensis
準絶滅危惧（NT）,維管束植物,サギソウ,Pecteilis radiata
準絶滅危惧（NT）,維管束植物,トキソウ,Pogonia japonica
準絶滅危惧（NT）,維管束植物,カゲロウラン,Zeuxine agyokuana
準絶滅危惧（NT）,維管束植物,ヤンバルキヌラン,Zeuxine leucochila
準絶滅危惧（NT）,維管束植物,ヒメシャガ,Iris gracilipes
準絶滅危惧（NT）,維管束植物,カキツバタ,Iris laevigata
準絶滅危惧（NT）,維管束植物,シブツアサツキ,Allium schoenoprasum var. shibutuense
準絶滅危惧（NT）,維管束植物,イトラッキョウ,Allium virgunculae var. virgunculae
準絶滅危惧（NT）,維管束植物,オクスダレギボウシ,Hosta polyneuronoides
準絶滅危惧（NT）,維管束植物,コウライワニグチソウ,Polygonatum x desoulavyi
準絶滅危惧（NT）,維管束植物,ヤエヤマヤシ,Satakentia liukiuensis
準絶滅危惧（NT）,維管束植物,ミズアオイ,Monochoria korsakowii
準絶滅危惧（NT）,維管束植物,ミクリ,Sparganium erectum var. erectum
準絶滅危惧（NT）,維管束植物,ヤマトミクリ,Sparganium fallax
準絶滅危惧（NT）,維管束植物,タマミクリ,Sparganium glomeratum var. glomeratum
準絶滅危惧（NT）,維管束植物,ナガエミクリ,Sparganium japonicum
準絶滅危惧（NT）,維管束植物,クロイヌノヒゲ,Eriocaulon atrum
準絶滅危惧（NT）,維管束植物,クロホシクサ,Eriocaulon parvum
準絶滅危惧（NT）,維管束植物,ミヤマイ,Juncus beringensis
準絶滅危惧（NT）,維管束植物,タカネイ,Juncus triglumis
準絶滅危惧（NT）,維管束植物,クモマスズメノヒエ,Luzula arcuata subsp. unalaschkensis
準絶滅危惧（NT）,維管束植物,コゴメヌカボシ,Luzula piperi
準絶滅危惧（NT）,維管束植物,イトテンツキ,Bulbostylis densa var. capitata
準絶滅危惧（NT）,維管束植物,クリイロスゲ,Carex diandra
準絶滅危惧（NT）,維管束植物,ネムロスゲ,Carex gmelinii
準絶滅危惧（NT）,維管束植物,ヤマクボスゲ,Carex hymenodon
準絶滅危惧（NT）,維管束植物,クジュウツリスゲ,Carex kujuzana
準絶滅危惧（NT）,維管束植物,タカネヤガミスゲ,Carex lachenalii
準絶滅危惧（NT）,維管束植物,アサマスゲ,Carex lithophila
準絶滅危惧（NT）,維管束植物,キノクニスゲ,Carex matsumurae
準絶滅危惧（NT）,維管束植物,ヤクシマカンスゲ,Carex morrowii var. laxa
準絶滅危惧（NT）,維管束植物,ヒゲハリスゲ,Carex myosuroides
準絶滅危惧（NT）,維管束植物,ホソバオゼヌマスゲ,Carex nemurensis
準絶滅危惧（NT）,維管束植物,シマタヌキラン,Carex okuboi
準絶滅危惧（NT）,維管束植物,タカネハリスゲ,Carex pauciflora
準絶滅危惧（NT）,維管束植物,オオクグ,Carex rugulosa
準絶滅危惧（NT）,維管束植物,ジングウスゲ,Carex sacrosancta
準絶滅危惧（NT）,維管束植物,サコスゲ,Carex sakonis
準絶滅危惧（NT）,維管束植物,アシボソスゲ,Carex scita var. tenuiseta
準絶滅危惧（NT）,維管束植物,ヒメウシオスゲ,Carex subspathacea
準絶滅危惧（NT）,維管束植物,オキナワヒメナキリ,Carex tamakii
準絶滅危惧（NT）,維管束植物,ヒロハオゼヌマスゲ,Carex traiziscana
準絶滅危惧（NT）,維管束植物,エゾサワスゲ,Carex viridula
準絶滅危惧（NT）,維管束植物,コケハリガネスゲ,Carex yakushimensis
準絶滅危惧（NT）,維管束植物,ヤリテンツキ,Fimbristylis ovata
準絶滅危惧（NT）,維管束植物,ヒメワタスゲ,Trichophorum alpinum
準絶滅危惧（NT）,維管束植物,ヒメコヌカグサ,Agrostis valvata
準絶滅危惧（NT）,維管束植物,ミギワトダシバ,Arundinella riparia
準絶滅危惧（NT）,維管束植物,ヒナザサ,Coelachne japonica
準絶滅危惧（NT）,維管束植物,ウンヌケモドキ,Eulalia quadrinervis
準絶滅危惧（NT）,維管束植物,イブキトボシガラ,Festuca parvigluma var. breviaristata
準絶滅危惧（NT）,維管束植物,タイワンアシカキ,Leersia hexandra
準絶滅危惧（NT）,維管束植物,コゴメビエ,Setaria distans
準絶滅危惧（NT）,維管束植物,ネズミシバ,Tripogon chinensis
準絶滅危惧（NT）,維管束植物,ナガミノツルキケマン,Corydalis raddeana
準絶滅危惧（NT）,維管束植物,ヤチマタイカリソウ,Epimedium grandiflorum var. grandiflorum
準絶滅危惧（NT）,維管束植物,シオミイカリソウ,Epimedium trifoliatobinatum subsp. maritimum
準絶滅危惧（NT）,維管束植物,トガクシソウ,Ranzania japonica
準絶滅危惧（NT）,維管束植物,イブキレイジンソウ,Aconitum chrysopilum
準絶滅危惧（NT）,維管束植物,ミチノクフクジュソウ,Adonis multiflora
準絶滅危惧（NT）,維管束植物,フタマタイチゲ,Anemone dichotoma
準絶滅危惧（NT）,維管束植物,カザグルマ,Clematis patens
準絶滅危惧（NT）,維管束植物,ハコネシロカネソウ,Dichocarpum hakonense
準絶滅危惧（NT）,維管束植物,セツブンソウ,Eranthis pinnatifida
準絶滅危惧（NT）,維管束植物,ミスミソウ,Hepatica nobilis var. japonica
準絶滅危惧（NT）,維管束植物,オキナグサ,Pulsatilla cernua
準絶滅危惧（NT）,維管束植物,シコタンキンポウゲ,Ranunculus grandis var. austrokurilensis
準絶滅危惧（NT）,維管束植物,イトキンポウゲ,Ranunculus reptans
準絶滅危惧（NT）,維管束植物,ヒメキツネノボタン,Ranunculus silerifolius var. yaegatakensis
準絶滅危惧（NT）,維管束植物,マンセンカラマツ,Thalictrum aquilegiifolium var. sibiricum
準絶滅危惧（NT）,維管束植物,タイシャクカラマツ,Thalictrum kubotae
準絶滅危惧（NT）,維管束植物,ヒメミヤマカラマツ,Thalictrum nakamurae
準絶滅危惧（NT）,維管束植物,チョウセンヒメツゲ,Buxus microphylla var. insularis
準絶滅危惧（NT）,維管束植物,ヤマシャクヤク,Paeonia japonica
準絶滅危惧（NT）,維管束植物,キリシマミズキ,Corylopsis glabrescens
準絶滅危惧（NT）,維管束植物,トサミズキ,Corylopsis spicata
準絶滅危惧（NT）,維管束植物,アテツマンサク,Hamamelis japonica var. bitchuensis
準絶滅危惧（NT）,維管束植物,ヤシャビシャク,Ribes ambiguum var. ambiguum
準絶滅危惧（NT）,維管束植物,モミジチャルメルソウ,Asimitellaria acerina
準絶滅危惧（NT）,維管束植物,ツクシチャルメルソウ,Asimitellaria kiusiana
準絶滅危惧（NT）,維管束植物,タキミチャルメルソウ,Asimitellaria stylosa
準絶滅危惧（NT）,維管束植物,ミカワショウマ,Astilbe odontophylla var. okuyamae
準絶滅危惧（NT）,維管束植物,ツクシアカショウマ,Astilbe thunbergii var. longipedicellata
準絶滅危惧（NT）,維管束植物,キバナハナネコノメ,Chrysosplenium album var. flavum
準絶滅危惧（NT）,維管束植物,ムカゴネコノメ,Chrysosplenium maximowiczii
準絶滅危惧（NT）,維管束植物,アズマツメクサ,Crassula aquatica
準絶滅危惧（NT）,維管束植物,ツメレンゲ,Orostachys japonica
準絶滅危惧（NT）,維管束植物,ハママンネングサ,Sedum formosanum
準絶滅危惧（NT）,維管束植物,マツノハマンネングサ,Sedum hakonense
準絶滅危惧（NT）,維管束植物,オオメノマンネングサ,Sedum rupifragum
準絶滅危惧（NT）,維管束植物,サツママンネングサ,Sedum satumense
準絶滅危惧（NT）,維管束植物,タコノアシ,Penthorum chinense
準絶滅危惧（NT）,維管束植物,タチモ,Myriophyllum ussuriense
準絶滅危惧（NT）,維管束植物,コウシュンモダマ,Entada phaseoloides
準絶滅危惧（NT）,維管束植物,サツマハギ,Lespedeza thunbergii subsp. satsumensis
準絶滅危惧（NT）,維管束植物,イヌハギ,Lespedeza tomentosa
準絶滅危惧（NT）,維管束植物,ワニグチモダマ,Mucuna gigantea
準絶滅危惧（NT）,維管束植物,ヒナノキンチャク,Polygala tatarinowii
準絶滅危惧（NT）,維管束植物,ハゴロモグサ,Alchemilla japonica
準絶滅危惧（NT）,維管束植物,テンノウメ,Osteomeles anthyllidifolia var. subrotunda
準絶滅危惧（NT）,維管束植物,シマカナメモチ,Photinia wrightiana
準絶滅危惧（NT）,維管束植物,サンショウバラ,Rosa hirtula
準絶滅危惧（NT）,維管束植物,ハスノハイチゴ,Rubus peltatus
準絶滅危惧（NT）,維管束植物,ミヤマモミジイチゴ,Rubus pseudoacer
準絶滅危惧（NT）,維管束植物,サナギイチゴ,Rubus pungens var. oldhamii
準絶滅危惧（NT）,維管束植物,リシリトウウチソウ,Sanguisorba canadensis subsp. latifolia var. riishirensis
準絶滅危惧（NT）,維管束植物,キイシモツケ,Spiraea nipponica var. ogawae
準絶滅危惧（NT）,維管束植物,ハコネグミ,Elaeagnus matsunoana
準絶滅危惧（NT）,維管束植物,ハマナツメ,Paliurus ramosissimus
準絶滅危惧（NT）,維管束植物,ヤエヤマネコノチチ,Rhamnella franguloides var. inaequilatera
準絶滅危惧（NT）,維管束植物,キビノクロウメモドキ,Rhamnus yoshinoi
準絶滅危惧（NT）,維管束植物,オオトキワイヌビワ,Ficus nishimurae
準絶滅危惧（NT）,維管束植物,タイワントリアシ,Boehmeria formosana
準絶滅危惧（NT）,維管束植物,ヤエヤマラセイタソウ,Boehmeria yaeyamensis
準絶滅危惧（NT）,維管束植物,トキホコリ,Elatostema densiflorum
準絶滅危惧（NT）,維管束植物,クニガミサンショウヅル,Elatostema suzukii
準絶滅危惧（NT）,維管束植物,サクラバハンノキ,Alnus trabeculosa
